,tweet,user,user_statuses_count,user_followers,user_location,user_verified,fav_count,rt_count,tweet_date
667,"Salute to all teachers who are doing their best to perform their duties despite the challenge of Covid and wifi connection.
- Salute to my adviser😍💖",JustNthing,296,26,United States,False,0,0,2020-10-29 12:51:00
668,Severely condemned. The CCP COVID-19  brings the most serious harm to human and Americans beings. A devastating blow to humans.,Han9,255,13,"New York, NY",False,0,0,2020-10-29 12:51:00
669,"A look at DC's retail vacancies, which have more than doubled post-Covid. Thursday’s Must Reads. https://t.co/teNGKASg8S",UrbanTurf,22856,8253,"Washington, DC",False,0,0,2020-10-29 12:51:00
670,"""The rampant inequality that we see today was driven by a brutal austerity agenda and the political ideology of shrinking the state and selling it off to the highest bidder""
https://t.co/9KYb9CUzfv",Labour Assembly,13602,7999,London,False,0,0,2020-10-29 12:51:00
671,Regeneron scientists pinpoint genes related to COVID-19 susceptibility and severity https://t.co/pCwKxqA0rr,Lee J. Keller,26918,1150,"Portland, OR USA",False,0,0,2020-10-29 12:51:00
672,"Canadians interacting and travelling much less during #COVID19 pandemic, new @InnovationPoli1 says. https://t.co/H3a6JGfPxT",Munk School,8483,12478,"Toronto, Ontario, Canada",True,0,0,2020-10-29 12:51:00
673,41% of North Carolinians live in rural areas. Let's work together to expand Medicaid and help struggling rural hospitals survive. https://t.co/4ioJqxOCa7,Kate B. Reynolds Charitable Trust,1662,1594,"North Carolina, USA",False,0,0,2020-10-29 12:51:00
674,"This news about Covid-19 run cover for a much more serious event, the murder of Christians in a church in Nice, France. The perpetrator shouted repeatedly, ""Allahu Akbar.""

https://t.co/IDA0WKxKdu https://t.co/j4sjKQ0KiD",Doré Bak,16414,253,,False,0,0,2020-10-29 12:50:59
675,So is Covid over?,Gerika🍒,325,82,,False,0,0,2020-10-29 12:50:59
676,"OCTOBER 29: The Ministry of Public Health (MoPH Qatar) announces 211 new COVID-19 cases, 240 recoveries, and 1 death

The unfortunate death is of a person aged 59 years old.

#QatarLiving #Qatar #QLCovid19Updates #COVID19 https://t.co/M3NZoBS7er",Qatar Living,27715,410785,Qatar,True,1,0,2020-10-29 12:50:58
677,@gigglesreynolds @GOP Do you not find it curious that flu is down by 98% worldwide and that hospitals get more $ for Covid cases? If it’s because of masks then Covid would be down too!,LuAnn,18302,963,Maryland,False,0,0,2020-10-29 12:50:58
678,"News for #pharma #marketers: Thurs, Oct 29

- @Sanofi, @GSK give 200 million COVID-19 vaccine doses to Covax
- @Pfizer will not report coronavirus vaccine results this month
- Podcast: @Genentech’s Quita Highsmith

https://t.co/W779ysMOAh",MM+M Magazine,20436,11088,"New York, NY, USA",False,0,0,2020-10-29 12:50:57
679,@WhiteHouse It can’t stop @realDonaldTrump from killing more Americans #COVID__19 #226KDeadAmericans https://t.co/CxXXfkeZij,MJSondmer,4352,13,,False,0,0,2020-10-29 12:50:57
680,"Dear Me, You can keep me away from COVID-19 But you cannot keep me away from CRICKET. #BCCI https://t.co/n544gEnrHm",RANJAN MANDAL,543,634,Nepal,False,0,0,2020-10-29 12:50:57
681,"@GOPChairwoman @realDonaldTrump Rhoda, we aren’t dumb enough to think that the recession wasn’t caused by trump screwing up the Covid response.",What They Mean,2447,397,Headspace,False,0,0,2020-10-29 12:50:57
682,"You're flouting Covid-19 directives because politicians are.
I hope you have the money for VIP hospital care that the politicians do.",LUDA DANGOTE🇰🇪,1873,322,shanzu,False,0,0,2020-10-29 12:50:56
683,"Now that Trump has COVID, he gets the best experimental treatment from scientists.  

He wanted you to inject bleach and stick a light up your ass.

 And he's dumb as shit.

Hey Magats - can you see the con yet? 07:49:00 https://t.co/3eaXSWNXw9",TuskBot - the Walrus of Justice,183881,1028,,False,0,0,2020-10-29 12:50:56
684,@realDonaldTrump You and you're Republican buddies are stalling the covid relief package and you're saying oh tax this tax that. AMERICAN WORKERS FIRST,i like um stuff,97,3,,False,0,0,2020-10-29 12:50:56
685,"""Calls for an England-wide lockdown are growing as COVID-19 cases rise""  https://t.co/GM1jntKkXS",Sarah,557,613,"Lincolnshire,United kingdom",False,0,0,2020-10-29 12:50:56
686,"Officials in Trump's administration say, despite public denial, the president is actually pushing for a herd immunity strategy for COVID-19 https://t.co/3SqyHj2jzq via @Yahoo",George Leon,11097,2596,Alabama,False,0,0,2020-10-29 12:50:55
687,"#TrumpVirusDeathToll227k #TrumpVirusCatastrophe Opinion: 12 ways the Trump administration botched America's response to Covid-19
https://t.co/DrMAPfVSWV",Pete in Texas,89393,6141,"Austin, TX",False,0,0,2020-10-29 12:50:55
688,"I’m supposed to be in Amsterdam today but I’m not because of the covid rules. Reimburse me :( 

•findom •findombrat •whiteslave •paypig •cashpig •cashslave •ebonydomme •ebonybrat •Cuck •sissy •smokefetish https://t.co/y4wLHBDxjz",𝕭𝖗𝖆𝖙𝕸𝖎𝖆𝖒𝖎 💎,2153,767,United Kingdom,False,1,0,2020-10-29 12:50:55
689,"@realDonaldTrump Seniors, for the psychopath in the WH you are expendable.  In one sentence he stated that COVID affects the seniors but  it practically affects nobody.  Seniors for him are nobody.

https://t.co/5xhdbzPvXP",rafael salas,34384,42,,False,0,0,2020-10-29 12:50:54
690,"@DudleyDooRagz @thomas0anderson @kelseylilyjade @SWAtlasHoover @AJKayWriter I doubt he agrees.

If he does, then why isn't he asking people to wear a mask?

Why isn't he asking people to social distance?

Why isn't he asking TRUMP to wear a mask, for someone who is Trump's COVID health adviser?",Jimmy Kudo,13479,142,Country with democracy,False,0,0,2020-10-29 12:50:54
691,"Trump is the lease likely to fix 
Covid pandemic
Economy
World respect
EPA
work on global warming
immigration
fix the police killings
gay marriage
women rights whish is guaranteed by the bill of rights
extreme court
200 lower courts unqualified judges https://t.co/slFChvibN1",Joseph J. Life is not for the weak.,55369,13606,"Brookfield, IL",False,1,0,2020-10-29 12:50:54
692,"@GOPConsigliere @cometier @benshapiro Do we have covid treatments that prevent people from getting covid like we do with flu shots yet? 
Thats the hill youre dying on...really?",Pragmatic🧢🍎,18808,1350,"Albuquerque, NM",False,0,0,2020-10-29 12:50:54
693,"Contrary to claims by Governor Yahaya Bello of Kogi State on  Channels TV that his state was not among those, whose warehouses were looted by indigenes to cart away the allocated palliatives, a source within the government circle has revealed it's false
https://t.co/81wWql6y84",Newsrand,592,119,"Lagos, nigeria",False,0,0,2020-10-29 12:50:54
694,"It's great the economy (as it's measured) grew by 7.4%, but it's important to maintain context:  The size of the economy is still lower than before COVID-19, and tens of thousands more actual Americans filed for unemployment benefits.

""The Economy"" != American livelihoods. https://t.co/Gl46fTLQDp",Andrew Finkenbinder,7169,190,PA,False,1,0,2020-10-29 12:50:54
695,"Covid pressure on health visitors puts generation of babies at risk, charities say https://t.co/NqyfOMEkDB

generation of babies born because they and their parents are not being fully supported by health visitors in the weeks and months after birth
@Michell24423236 
@drpoco",nigelj,23942,414,,False,0,0,2020-10-29 12:50:54
696,"@DrBiden ironically, this appears how long it will take to get my sons COVID results so he an go back to school... because our testing strategy &amp; capabilities are so bigly awesome. #VoteHimOut #BidenHarris2020",Michele🍷,10375,1808,Chicagoland,False,4,0,2020-10-29 12:50:53
697,"@darylkessler @JoeBiden @realDonaldTrump You mean Trump tweets more, plays golf more, spreads Covid-19 and has killed more people by playing down Covid.",Marie Moody,1750,161,,False,0,0,2020-10-29 12:50:53
698,Brainwashed people at #plymouths local #covid test centre https://t.co/RFmfO6EPYY,Gary Cawse #KBF,7414,398,plymouth,False,0,0,2020-10-29 12:50:52
699,Covid positive individual asking if they can get on a plane on Sunday,unknown 👻🎃,49044,191,Italy ✈️,False,0,0,2020-10-29 12:50:52
700,@epibuff @GidMK I think it is one thing to want to treat the deficiency which we do for other reasons; it is a whole another thing to recommend it for covid prevention based on shaky observational evidence.,Amir(Hossein) Modabbernia,985,120,New York City,False,0,0,2020-10-29 12:50:52
701,"Trump adviser's push to 'slow the testing down' tracks with dramatic decline in one key state 

https://t.co/ZydIElNEi6",Rteefact,278149,1908,Northern Hemisphere,False,0,0,2020-10-29 12:50:51
702,Just heard a ad that said “trump keep all his promises...” I am still trying to understand why ppl are riding so hard for this man! He keep covid from us. Then supposed got covid. Y’all still don’t believe it’s a real thing and believe this is a keeper of promises? Wtf??,Brittany Felts,43686,202,,False,0,0,2020-10-29 12:50:51
703,@realDonaldTrump Covid President.,Wladimir Kabezaemachetoski,17066,524,United States,False,0,0,2020-10-29 12:50:51
704,i might have covid...,☁️ يَنِيس,22358,2230,☁⋆｡♕˚｡⋆Gareth.⋆｡⋆☁˚｡,False,1,0,2020-10-29 12:50:51
705,"From the CDC, flu cases are down 89% and are at historically low levels for this point in flu season. Either Covid is curing the flu, which isn’t true, or flu cases are being misclassified as Covid, which is confirmed to be occurring in other diseases. #COVID19 #coronavirus",Uncensored View,980,1541,,False,0,0,2020-10-29 12:50:51
706,"@eliezekaria Apologies for the delay to your order. We have encountered a couple of Covid-19 delays that are out of our hands. This has meant that we have had to revise our shipping date to early 2021, we just ask that you bear with us until then a d it will be worth the wait!",Hedgehog,38,38,,False,0,0,2020-10-29 12:50:51
707,@MartyVMcfly Best thing on the menu lol it was actually gone most of covid finally made a comeback,Danny Divac,5692,111,       ,False,0,0,2020-10-29 12:50:51
708,"@wolfblitzer @washingtonpost hi I'm from medellin colombia. I measure 1.85 cms. My shoe size is 44. You can give me clothes, money to buy food for my family.
If you want, I will not force you to do it, thank you for being a humanitarian in this covid -19 pandemic
❤",gabriel gaviria,1126,3,Medellin Colombia ,False,0,0,2020-10-29 12:50:50
709,@jamiegoode @smithbarryc Irony if he now gets Covid #savemejesus,Andrew Chapman,8137,1399,"Wantage, UK",False,0,0,2020-10-29 12:50:50
710,"@djemancip8 @therecount WHO, ""We recognize that at certain points, some countries have had no choice but to issue stay-at-home orders and other measures, to buy time."" Victoria 10 cases/day.  USA 62,000 cases/day. Times up? https://t.co/uyHeVOD5Qd",Booknutter,19463,178,,False,0,0,2020-10-29 12:50:50
711,@DrBiden Thank you for all the you and Joe Biden have done to protect America regarding COVID and OUR DEMOCRACY!!!!!,Tina,48799,1771,CA,False,2,0,2020-10-29 12:50:50
712,The drop in Covid-19 cases does not mean that the pandemic is done. Continue adhering to Ministry of Health guidelines such as wearing a mask is to ensure that you and others around you are safe. Don’t drop your guard. https://t.co/txt26fe9dE,Rwanda Bankers' Association,1575,1318,5th Floor - M Peace Plaza,False,0,0,2020-10-29 12:50:49
713,What a gross misuse of government and Tax Payer dollars! This is Trump’s plan. not to help save lives from COVID and get it under control. But to promote himself and his Presidency as the only think worth saving. Let’s make it clear at the #BallotBox - we are #StrongerWithBiden https://t.co/JyZj88jyFl,Melanie Rose 🏴‍☠️ 💙 🌊,6699,629,South Florida,False,0,0,2020-10-29 12:50:49
714,"Good Morning American Patriots,Our Lord and Savior Jesus Christ has let the world see a much brighter day,Amen!  Folks I know one thing we need to get this Country opened up again , and people back to work in spite of the Covid Virus ! https://t.co/ZStHQeafiO","Buford Puser 6%AWK:Romans,8:28 Checkmate Times up",22567,402,"Kentucky, USA",False,1,0,2020-10-29 12:50:49
715,"SC seeks Centre's reply on plea alleging no approval for Remdesivir, Favipiravir to treat Covid-19 https://t.co/WYSJH4nEdX Advocate M L Sharma petitioner in-person referred to the bench, also comprising Justices A S Bopanna and V Ramasubramanian, the World Health Organization (… https://t.co/EnvRzLCABJ",Health Tips,9719,44,,False,0,0,2020-10-29 12:50:49
716,Northwestern and Loyola share plans to allow more students on campus this winter despite COVID-19 surge gripping Chicago and suburban Cook County https://t.co/Eadsgwh1Dw,Thomas Kaine,155134,153698,"Las Vegas, NV",False,0,0,2020-10-29 12:50:49
717,Does your site's safety standards match the expectations of your customers? Find out with our Covid assessments. #hospitalityindustry #covidsafety #customerexperience https://t.co/wW72IEwoiG,HGEM,10048,4180,UK & Worldwide,False,0,0,2020-10-29 12:50:48
718,"@SenKamalaHarris It’s unthinkable that Senate Democrats have left the American people hanging without passing additional COVID-19 relief. @realDonaldTrump @DonaldJTrumpJr @JoeBiden 
Democrats do your job!",verna,103,2,,False,0,0,2020-10-29 12:50:48
719,"Early treatment of COVID-19 with HCQ shows high efficacy.
Lots of studies to demonstrate the effectiveness of HCQ.

Bad news for those hoping to make £/$ Billions from vaccines.
https://t.co/GjPGMYsgmv",Dr Verner Wheelock,72607,6651,"Skipton, Yorkshire, UK",False,2,1,2020-10-29 12:50:48
720,"@ScotTories Via @MSM_monitor 👏🏻: 

“Never mentioned is the advice given by the UK Govt on April 2nd that it was safe for elderly patients to be discharged into care homes *even* if they had Covid.”",Dòmhnall Deasbad,163490,3549,,False,0,0,2020-10-29 12:50:48
721,"SC seeks Centre's reply on plea alleging no approval for Remdesivir, Favipiravir to treat Covid-19 https://t.co/74azHUlWrU SC seeks Centre's reply on plea alleging no approval for Remdesivir, Favipiravir to treat Covid-19 Advocate M L Sharma petitioner … https://t.co/elB7a1ht9O https://t.co/HybX5QdzWZ",Health Tips,9719,44,,False,0,0,2020-10-29 12:50:47
722,"@adaratayo @HillaryClinton Isn’t this the subject on the table👇 “Trump's utter failure on COVID and McConnell's rejection of a recovery program has sent the market into freefall and millions into poverty. 

The country can’t afford four more years of this. 

Vote.”
YES ITS ALL ABOUT TRUMP 4 ME",D C AGUWORUMBA,2361,787,"Lagos state, Nigeria.",False,0,0,2020-10-29 12:50:47
723,@TheStinger8 @tymoss4 @BoomerGirl1951 @FoxNews The biggest example you need: That HE would really be the one actively calling the shots and that HE knows the answer to covid. He’s a politician face. Thats is all.  In the end no one is changing anyone’s mind on this and I don’t expect to. So this will be my only reply to you.,Lilwolf,5723,35,,False,0,0,2020-10-29 12:50:46
